timestamp,ph,bod,dissolved_oxygen,fecal_coliform,temperature,tds,turbidity,total_coliform,wqi,classification,cpcb_class,mpcb_class,status
2024-11-22 07:23:22.934150,9.0,4.36882136763072,5.245588445780733,2702.4632672758094,33.067823264191716,767.4914405062931,22.72551706171206,12181.580237188731,58.59044881592061,Medium to Good,B,Not Prescribed,Non Polluted
2024-11-23 00:54:34.934150,9.337971196305649,19.418610802254477,2.6304478759396153,38912.377010496195,23.598485464735624,1953.8547297858515,37.44759280699783,275661.6083129335,24.468400396441144,Bad to Very Bad,E,A-IV,Heavily Polluted
2024-11-23 18:25:46.934150,9.0,6.593054074098293,4.790535834255356,3161.1319313291497,35.0,1064.3420000147266,20.556585588226095,35864.57330914697,54.775837598993476,Medium to Good,B,Not Prescribed,Non Polluted
2024-11-24 11:56:58.934150,10.0,40.624278943620396,0.9971097009181572,74823.06295968186,30.321569597941753,2036.0163739749896,67.02484442469229,738955.6559941149,9.486280588021136,Bad to Very Bad,E,A-IV,Heavily Polluted
2024-11-25 05:28:10.934150,9.5,19.15839757341446,1.5511019904769072,105821.29823368379,35.0,1401.5858208803318,52.95954085534544,626598.2135484336,17.17404287918386,Bad to Very Bad,E,A-IV,Heavily Polluted
2024-11-25 22:59:22.934150,9.585934055082989,44.19055134435405,1.2485334070803902,12391.92388330158,32.08852905192131,2054.4587723028344,114.36818710278247,68947.33412567091,14.986915730310267,Bad to Very Bad,E,A-IV,Heavily Polluted
2024-11-26 16:30:34.934150,9.0,9.105287586560681,3.932901871387726,620.9307026028001,35.0,947.7640440807759,21.46521502673308,2567.4026223430974,47.41527571776641,Bad,C,A-II,Polluted
2024-11-27 10:01:46.934150,8.96150489372674,31.02025045484081,1.355010571258829,44602.634241655374,35.0,2150.656902136276,107.67062649140985,625558.2941718093,18.583512609325798,Bad to Very Bad,E,A-IV,Heavily Polluted
2024-11-28 03:32:58.934150,9.0,8.09514330025412,4.5585488491924515,1573.447587518749,26.29614892910874,1008.8485654265806,21.24093538041083,20969.48146656989,47.033231602510284,Bad,C,A-II,Polluted
2024-11-28 21:04:10.934150,10.0,26.32359583168379,1.190224712441506,563803.1896314604,34.55089911598165,2064.445848512854,95.89456909142787,4854801.678908583,10.708661495883623,Bad to Very Bad,E,A-IV,Heavily Polluted
2024-11-29 14:35:22.934150,9.0,6.93015145885718,5.759072574801427,686.557500637406,30.43104340832183,804.3839511547085,20.997520838745686,5642.666788180813,56.31439110668623,Medium to Good,B,Not Prescribed,Non Polluted
2024-11-30 08:06:34.934150,9.5,17.66952230793204,3.0662534481711674,2660.616351426692,30.28778686126113,1436.3121157808448,50.23872786492139,28302.045609435747,31.057822246067257,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-01 01:37:46.934150,9.5,21.527020803018672,2.645075698190971,5200.13389768486,29.0424451961014,2179.4204132161494,41.02903890583798,37735.87130135588,26.368583778289647,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-01 19:08:58.934150,9.0,5.931144492783592,4.244824685423104,319.3968309546623,30.75865822796976,771.7882504693079,17.18942371778022,2450.6366166459607,53.71448434217399,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-02 12:40:10.934150,9.5,20.602256343663733,3.4711034297490433,19732.51638554117,29.26930051067159,1247.179048763676,49.27515531569995,100336.22314323059,30.74899189571141,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-03 06:11:22.934150,9.04132223365759,41.94393616533127,2.088701016886017,188715.40308755173,35.0,2000.0992968307055,64.91535337129015,1704894.3709587425,22.134984213149917,Bad to Very Bad,E,A-IV,Heavily Polluted
2024-12-03 23:42:34.934150,9.0,7.586802944053181,5.337522583155697,3060.4253127903917,26.092735282721417,759.1127871163218,16.207846164845776,26979.329488982457,51.771896475995824,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-04 17:13:46.934150,9.226443450554779,14.23145549599055,2.7996574630239497,11529.352432141919,22.832066098374153,1517.6732979296896,58.471957966912655,75035.68042382476,28.35921143039487,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-05 10:44:58.934150,8.5,4.940518584984002,7.593767781767104,99.05217215742618,32.0,534.435176325779,7.431656415289516,899.5754154714971,53.55891518160675,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-06 04:16:10.934150,10.0,27.098053905422688,0.9815168799973686,63871.144168695755,31.881688295902446,1621.0754279474202,94.22708550059623,619534.0124860534,10.359635965054657,Bad to Very Bad,E,A-IV,Heavily Polluted
2024-12-06 21:47:22.934150,9.19489357519269,21.862684990310164,2.3331467294790507,204880.75547234635,29.826807201857356,1532.8604191749916,25.82285084614903,927162.4560006014,23.25927686027951,Bad to Very Bad,E,A-IV,Heavily Polluted
2024-12-07 15:18:34.934150,9.0,7.340587117604789,4.326038268864991,733.9909322145277,35.0,916.0073913246002,29.46191235788722,7255.073033710235,52.0518303757438,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-08 08:49:46.934150,8.5,4.536163510785007,5.47154013358885,27.316679874304345,32.0,333.11887136078775,3.720467360213376,198.11008945529932,73.66839318054697,Good to Excellent,A,A-I,Non Polluted
2024-12-09 02:20:58.934150,8.98782223465812,17.61806565347986,2.739312437943334,793.9721693239617,30.76243934940924,1611.5874448645686,49.18481756779615,4296.416749776413,33.62761498273543,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-09 19:52:10.934150,8.5,4.4557534648318855,7.408097769196725,22.43211065532473,25.75181244645759,302.94051265967687,11.074923516517105,76.17052812139409,70.16942180645586,Good to Excellent,A,A-I,Non Polluted
2024-12-10 13:23:22.934150,8.5,3.6925791286235023,6.815508661069641,359.44750900051554,30.22017769048058,518.6065624011671,8.54766471359089,2783.459578789002,62.383079920760245,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-11 06:54:34.934150,9.5,11.278767191710058,3.888865982148845,44344.94334326402,29.383087534893406,1918.6228145348193,26.279654831159217,176867.1453680053,34.92242576397558,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-12 00:25:46.934150,9.0,8.117850205199478,3.2648314424122025,3160.8051945616694,31.288163297159898,816.5259811820636,23.47096567937322,22994.580663495373,40.187302909905625,Bad,C,A-II,Polluted
2024-12-12 17:56:58.934150,9.0,11.845141863830566,4.239674504410435,165.36196846901979,27.026358516810976,662.8810457673177,25.745957203410683,1915.077559456745,48.188094940122745,Bad,C,A-II,Polluted
2024-12-13 11:28:10.934150,9.5,15.456912383234748,2.577603550340882,7406.76937915358,31.972244303119446,1712.1866931948573,48.995184290055604,85622.91102607077,27.909601710882992,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-14 04:59:22.934150,8.5,4.589865101157756,7.160974636721585,131.60551599316955,32.0,385.83522452767636,6.225069292126082,1155.2409063655518,62.41902456568495,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-14 22:30:34.934150,9.0,4.583177703698167,5.88247619330216,2206.1911285360316,35.0,778.9761244593268,20.392744915828963,8669.82910738706,55.688058885259274,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-15 16:01:46.934150,8.5,3.3694811547135806,7.06694460960705,123.39367299853032,32.0,427.69213143117537,11.781596835121452,705.1309358655235,64.58961182586866,Good to Excellent,A,A-I,Non Polluted
2024-12-16 09:32:58.934150,9.5,18.646929857814495,2.9194480352256904,143219.4560121573,35.0,1420.759177420122,59.01866093271829,531175.1604268722,27.757438345853718,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-17 03:04:10.934150,9.5,23.961037665841875,3.271105559991391,21972.062556671255,30.343437983481206,1097.5662629725855,48.729612234307716,77376.18435838385,28.970831195837984,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-17 20:35:22.934150,9.45635496238113,12.256091377126982,2.493581918414046,15001.713075555848,34.27849477757709,1338.8682747923694,56.620550546509904,49579.33310068224,28.454267721501076,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-18 14:06:34.934150,9.0,7.82801593689976,5.987236899234221,3719.423247192676,30.141438422071552,612.1450355568528,20.309055930945235,32984.83816109327,52.4439917940387,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-19 07:37:46.934150,8.5,2.6009999821720204,6.154350195678965,393.66461705993197,32.0,362.78952640272183,10.199167646718497,2762.510786782334,65.14995883353922,Good to Excellent,A,A-I,Non Polluted
2024-12-20 01:08:58.934150,8.5,4.0912839613575045,7.745733084777016,16.541419579910777,32.0,454.20189737681164,10.665015584056192,64.42288923281046,60.477662282008744,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-20 18:40:10.934150,9.0,6.537705763010374,6.128094996915839,852.6531395946643,26.826897802070324,730.5703148657512,13.768745035175616,4663.707479063064,56.13577441457229,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-21 12:11:22.934150,10.0,35.605893698085325,1.3514556938050164,337118.7268413689,27.088901958797976,2110.988839158153,87.49720773185246,2946922.142018365,9.817127890481462,Bad to Very Bad,E,A-IV,Heavily Polluted
2024-12-22 05:42:34.934150,9.0,6.148691516529137,3.619144435286821,664.510082372032,35.0,811.4377941175622,18.794443521382618,4472.285395209775,48.86908848854875,Bad,C,A-II,Polluted
2024-12-22 23:13:46.934150,9.0,7.336829135060688,5.146432898666452,494.13567006237133,35.0,1328.997727317725,24.16032211418137,1422.047663823592,57.38952980731005,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-23 16:44:58.934150,8.5,4.378003750902071,6.533659030504936,328.0478278683441,32.0,381.5265479203572,8.533888508005258,3167.592835093681,62.00855601487954,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-24 10:16:10.934150,9.5,14.73708636231305,3.8264199429272394,241215.17802781373,23.197275833967616,994.9637655854644,42.950206812745584,1200391.631229977,30.078145919582457,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-25 03:47:22.934150,9.5,19.820850843843115,3.4006812545215337,18979.762955183567,31.244491038477737,980.6199216909982,45.77232555153231,61040.55131714713,31.29733881080415,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-25 21:18:34.934150,9.5,14.136896404036545,3.3895804723119034,2081.274610386832,17.606596755253577,1206.7907563928366,29.16861153176863,6505.710943237022,30.141397141533073,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-26 14:49:46.934150,9.536140581066467,30.95145865451387,0.9729032543917366,8329.513136119327,35.0,1754.9120800975438,82.95780863792682,64194.690277207475,14.839304221368225,Bad to Very Bad,E,A-IV,Heavily Polluted
2024-12-27 08:20:58.934150,9.5,17.459372854445565,2.3237338711081104,10695.073239624011,35.0,1476.027947710868,43.60997120879458,37054.08329475358,26.29489967027843,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-28 01:52:10.934150,8.5,3.7751698346081115,8.463504516817602,276.03987350494134,20.807818020601793,337.98998198960504,6.94007316455323,908.7435663039305,61.59616862398697,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-28 19:23:22.934150,9.0,7.285165650327859,4.964562956108274,297.2072077378637,35.0,994.5232261313987,19.786872226533987,1681.415677674988,59.10288373910989,Medium to Good,B,Not Prescribed,Non Polluted
2024-12-29 12:54:34.934150,9.5,20.538291885255855,1.3063378027794876,199422.58402281677,35.0,2016.6662458053636,58.3696317540288,999228.8324868631,15.857442416166238,Bad to Very Bad,E,A-IV,Heavily Polluted
2024-12-30 06:25:46.934150,9.5,22.1599034747175,4.273791562441003,23501.325850873287,22.280501463492158,1415.0601659960632,49.55543423358775,87480.51266406536,32.415983666491954,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-30 23:56:58.934150,9.102681666395647,10.538836261739583,2.363276405486576,42399.9800617129,35.0,1733.3075795822026,56.49724378598701,263756.5212660719,29.50807011627406,Bad to Very Bad,D,A-III,Heavily Polluted
2024-12-31 17:28:10.934150,8.716175682989348,15.12463973455745,2.5871574364500285,7528.39212295274,32.85551662493507,1609.7691375721672,54.37135795773237,40591.62617100153,33.473090724133336,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-01 10:59:22.934150,8.590067663597218,15.016776894764575,3.208865876757623,111525.38744640085,28.809249025803314,1628.2613433838446,48.5169141562085,460492.7549521075,34.193026024330095,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-02 04:30:34.934150,10.0,30.154532221108223,1.3307901654121999,99964.8878779995,28.339047716890953,2245.103994592745,77.09275006486041,637349.1587294097,10.287534798034821,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-01-02 22:01:46.934150,9.5,17.738211262629154,2.4938840185512436,8724.401574825806,33.12406024198083,1547.5393716019414,45.45630007993198,29128.608698832013,27.01763637675903,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-03 15:32:58.934150,9.302225203381798,16.649605199684416,2.3257985539241264,31201.22181564467,25.250897513550708,1422.6393334720901,41.63053101655421,84433.12430851774,22.24613902547815,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-01-04 09:04:10.934150,9.0,6.5463231115973874,6.635634974970442,2452.727618790312,28.85316946185526,861.08743399681,30.005845751807875,19692.768979883935,52.795451773774545,Medium to Good,B,Not Prescribed,Non Polluted
2025-01-05 02:35:22.934150,9.5,14.22851501450707,2.88517694137969,4563.867041239548,24.182288985729922,1202.7079747937858,36.875068106641756,32016.569604317094,28.298510101505144,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-05 20:06:34.934150,9.678513221236212,33.10344902088874,1.8448315437673315,641242.215179475,30.666187869604727,1874.969359027892,74.14360888336601,2219334.338793102,14.081194641032393,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-01-06 13:37:46.934150,9.0,6.872067971096447,4.161285883461438,1030.7991797320958,34.58037824470609,653.489538151984,26.62331720769728,5586.436902712749,50.68884393517686,Medium to Good,B,Not Prescribed,Non Polluted
2025-01-07 07:08:58.934150,9.5,11.685785963251838,2.701510968061718,10647.90330407837,32.174476107432966,1877.6443135740917,47.34805967621849,90999.41741345801,29.359782566443915,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-08 00:40:10.934150,9.5,19.221011625063696,3.309973556350048,27370.34771389625,35.0,1653.5318080675434,60.25826989891822,211252.63228284847,32.098560905961236,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-08 18:11:22.934150,8.5,4.66731411424478,6.732727345619003,37.91294748973563,28.0759297071336,379.20581957675216,7.197535667567633,330.1956660616185,69.51183925458204,Good to Excellent,A,A-I,Non Polluted
2025-01-09 11:42:34.934150,9.5,21.117136135297294,2.3184163173120327,4390.5288527274915,35.0,1663.1534232088477,46.36179435543756,49027.3601112141,26.240861236789712,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-10 05:13:46.934150,8.5,4.30917605277714,7.775490635634029,120.27319673397002,24.645160538078617,383.47043333815515,6.689770940345107,1179.6869240311291,64.19259788046419,Good to Excellent,A,A-I,Non Polluted
2025-01-10 22:44:58.934150,9.111426215029063,30.981966432149967,0.7679253613675269,171683.69026729392,31.96366212707594,1525.8075274727946,74.72081674433987,2335963.3949605087,13.838101936897234,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-01-11 16:16:10.934150,9.51025717575878,29.91988050910237,1.5585603319613253,141023.97211035324,23.163709029245457,2258.791756395811,75.39428100865616,1116410.4474837591,13.442143139123027,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-01-12 09:47:22.934150,8.5,3.4888884277729764,6.001334784420449,69.0806257850747,32.0,313.3857968317824,12.850013849672676,383.94881678061137,70.1498171919094,Good to Excellent,A,A-I,Non Polluted
2025-01-13 03:18:34.934150,8.5,3.052365567119913,7.322879806655419,55.59266177808728,27.062386151434858,433.2725324334293,7.391758681302395,237.46420243387334,68.85503007290455,Good to Excellent,A,A-I,Non Polluted
2025-01-13 20:49:46.934150,9.165540135169241,17.300493015319493,2.8222754594306365,1305.1544077937328,35.0,1391.434976650777,19.5791476235361,10188.843351671898,34.100269711668,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-14 14:20:58.934150,9.0,5.840471084023006,5.148528421949679,595.6147706681129,35.0,1145.9823885962371,18.096372006324053,5935.092666676176,58.767514584441216,Medium to Good,B,Not Prescribed,Non Polluted
2025-01-15 07:52:10.934150,8.5,5.641830415363098,5.349624606795245,256.47938759686167,32.0,487.8731334993291,6.7065877803166245,1608.5132473245312,65.0487427656498,Good to Excellent,A,A-I,Non Polluted
2025-01-16 01:23:22.934150,8.39520127190325,17.77523814969078,3.8822734663527227,13373.67113934355,15.0,1165.9345242766492,37.71985377837391,147967.99290197578,36.686484057093836,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-16 18:54:34.934150,9.0,7.20945088452496,5.113908059178686,615.9658512410691,35.0,1002.5747104437788,23.413284610757135,4937.964548181958,56.8463125000004,Medium to Good,B,Not Prescribed,Non Polluted
2025-01-17 12:25:46.934150,8.5,4.284692637022106,6.050241096883854,117.83276057553444,32.0,393.8367057118718,11.282107842020858,709.7696353449197,67.18777713642959,Good to Excellent,A,A-I,Non Polluted
2025-01-18 05:56:58.934150,7.638822528828039,36.39786785269652,1.1965932245308821,278903.4679085919,35.0,2143.427665321091,123.47241856192156,1630467.4101767614,25.422861857434764,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-18 23:28:10.934150,10.0,39.68212672864276,1.5482075841538063,290586.160129589,28.634625583445906,1942.665263818104,65.40647053844191,2803240.606968384,10.655379805807971,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-01-19 16:59:22.934150,9.5,21.499126318459,3.616962442378312,9257.262912873246,24.8418320323272,1607.5411046551933,57.05183299311227,65584.27891185785,30.519248202322203,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-20 10:30:34.934150,10.0,33.072718047211424,1.173160114058069,18474.432540172722,32.13667296701163,2054.457991310134,95.03021375651277,188495.86366719942,11.605577891375804,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-01-21 04:01:46.934150,9.0,6.263357277363456,5.315340960934766,1011.5039189293017,31.366114427145668,764.2512956164051,14.52405182596635,9224.818824540976,56.996855194808084,Medium to Good,B,Not Prescribed,Non Polluted
2025-01-21 21:32:58.934150,9.0,4.941688165590851,6.11529056959892,8587.98745668199,33.308444794956046,1221.631624671593,22.576942139038994,78078.26938337642,53.781798663111275,Medium to Good,B,Not Prescribed,Non Polluted
2025-01-22 15:04:10.934150,9.0,7.857039790671858,5.058349887470097,1882.7608188491233,21.660175769759398,1103.160531351344,16.883767141251646,8649.19796953087,48.03766651909991,Bad,C,A-II,Polluted
2025-01-23 08:35:22.934150,9.5,18.588594419370178,3.274502538722013,5388.639837426526,29.210419607252724,1200.40898968186,43.16332902304935,53345.02413855924,31.146875523180935,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-24 02:06:34.934150,10.0,40.03619265593645,1.9165014673656044,23186.830091293577,31.28727385514013,2785.6376798453107,119.16469653360893,182928.5425567335,14.138922111431269,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-01-24 19:37:46.934150,9.5,16.902183970124813,3.6362433985288845,5160.437454290243,27.04254558173563,1319.2216140236615,39.5519431195363,17981.335090606703,33.06786397477017,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-25 13:08:58.934150,8.846550779925165,30.403009650264426,0.6617244579735675,357735.30897509167,35.0,1973.7011349692693,85.18998738614215,2880854.709071999,15.319320365231766,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-01-26 06:40:10.934150,9.5,18.493581915499277,2.8041420994085873,1482.7339046429593,25.25167929268733,1514.037057081241,38.68459375871174,5039.1173497271275,28.16956159300239,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-27 00:11:22.934150,9.0,5.824291567180718,3.922381128110392,14266.547426753637,35.0,1247.4510006064518,24.257744683926536,44460.51829629657,48.127364358740074,Bad,C,A-II,Polluted
2025-01-27 17:42:34.934150,9.0,7.423413917875643,6.550194275717526,2026.490417764077,15.0,1222.9233273974965,24.003220518980317,12524.107422969853,53.59870199986043,Medium to Good,B,Not Prescribed,Non Polluted
2025-01-28 11:13:46.934150,8.5,4.027473699901183,7.503829906719902,170.29635984476937,25.703088609124514,474.35111697693685,9.910091023484872,1370.9298379940437,63.89190371890003,Good to Excellent,A,A-I,Non Polluted
2025-01-29 04:44:58.934150,8.5,3.126759174057285,6.052459134527967,116.47515415466455,32.0,260.01397182782205,9.807253651287994,616.0031892859346,68.75731437544837,Good to Excellent,A,A-I,Non Polluted
2025-01-29 22:16:10.934150,9.5,11.675880098096355,2.3120144388293484,69969.27080831444,32.71361193087139,1395.4776155555148,44.288521132637236,466206.0195428609,25.086566930647322,Bad to Very Bad,D,A-III,Heavily Polluted
2025-01-30 15:47:22.934150,9.0,7.35795787938099,5.414843291436786,6791.930434024812,35.0,920.6492976674638,24.868069694621607,49408.91614698816,52.72208092458065,Medium to Good,B,Not Prescribed,Non Polluted
2025-01-31 09:18:34.934150,9.5,20.4082893692794,2.62903336982592,3560.586732185539,27.941877961373503,1748.7960594173994,29.106386433579047,20706.7362901781,26.565343207972102,Bad to Very Bad,D,A-III,Heavily Polluted
2025-02-01 02:49:46.934150,9.5,21.43432742887615,3.2834649251024826,1637.3211756554097,26.264192755787203,1187.6811643065655,39.90538275013534,21033.0320276913,30.625563671782785,Bad to Very Bad,D,A-III,Heavily Polluted
2025-02-01 20:20:58.934150,9.0,9.769232705417572,3.14992640115635,4945.212584882335,35.0,1085.168997189362,17.8424136410169,29809.501593536017,38.31740921434946,Bad,C,A-II,Polluted
2025-02-02 13:52:10.934150,9.07865051583052,20.452537436631623,3.1446043092811973,7174.963844421324,24.54565849673425,850.8484091564558,34.69917508682814,40592.00284643756,30.838588077778756,Bad to Very Bad,D,A-III,Heavily Polluted
2025-02-03 07:23:22.934150,9.5,16.239617457251317,3.0114927776816702,194291.74186920427,35.0,1242.192899007791,25.297266057050972,1303003.897657491,28.98274939954839,Bad to Very Bad,D,A-III,Heavily Polluted
2025-02-04 00:54:34.934150,9.0,7.768987610429681,3.860935740736092,4803.813789312143,31.798106040918036,887.968680994211,26.10118598414667,38372.5071526864,44.50212670584271,Bad,C,A-II,Polluted
2025-02-04 18:25:46.934150,8.841752492544458,32.33917742196717,1.6093258951597758,180937.9069948875,34.20310773333009,2383.3624602046557,83.94651873756335,1957029.6321561271,19.100267049251084,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-02-05 11:56:58.934150,7.4420483018614725,15.146364244013027,3.6020909880823018,10678.296207828178,29.469521953838772,1224.2222325385474,55.93500528438312,24519.939590459973,47.04796980046641,Bad,C,A-II,Polluted
2025-02-06 05:28:10.934150,9.5,10.167765548364232,2.6327851349204194,11688.331602589638,30.676283907109408,1334.8328386333314,41.900515573487844,56725.55397675313,28.67658980439041,Bad to Very Bad,D,A-III,Heavily Polluted
2025-02-06 22:59:22.934150,8.085634592518257,46.00241599219795,1.540750555103984,100761.88617734342,35.0,1608.1537078202587,78.03833234955523,784630.1252394111,23.88645527012416,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-02-07 16:30:34.934150,10.0,34.147772222677375,1.5276836440808552,21178.68348624116,35.0,2625.1028677166987,110.41277048764523,259169.91365857844,13.166945134501669,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-02-08 10:01:46.934150,10.0,38.20386020494688,1.5495477820289212,592831.0750940384,35.0,2038.6734560156629,103.5166416988165,3187380.2946966235,11.350547914702075,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-02-09 03:32:58.934150,9.0,7.054589741101781,4.646099022185018,216.2052508364906,35.0,370.3715425925324,35.56704808532887,2883.0484091205076,58.690224869599575,Medium to Good,B,Not Prescribed,Non Polluted
2025-02-09 21:04:10.934150,8.5,3.9073525612397435,7.174077136251158,50.998716828722124,32.0,440.02400231902726,8.204890935199488,432.60426694655104,66.34597073394971,Good to Excellent,A,A-I,Non Polluted
2025-02-10 14:35:22.934150,9.0,7.536728769648491,4.803712807207326,1079.882998864067,31.097100089665,1131.8822663140277,19.611006714615936,8396.395019269725,52.19867416350816,Medium to Good,B,Not Prescribed,Non Polluted
2025-02-11 08:06:34.934150,9.0,7.351173221568313,4.837254236778228,2354.320533859117,35.0,859.7437104906725,28.12344380189867,13363.642210159005,54.38162178882542,Medium to Good,B,Not Prescribed,Non Polluted
2025-02-12 01:37:46.934150,9.181161887614062,38.865925608731786,1.6719575559873527,323761.4698209216,15.0,2081.691710115858,82.03769667422914,2917451.1529296082,15.329945174986745,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-02-12 19:08:58.934150,9.5,14.66255773725866,2.684979792609845,1266.7189697653146,34.55577957168814,1850.2158441535048,48.421656368257395,11277.29699971645,31.395203739933415,Bad to Very Bad,D,A-III,Heavily Polluted
2025-02-13 12:40:10.934150,8.5,4.864461819503658,10.069944240534157,55.79916258847643,28.763883277162197,536.4804274257724,10.29149217110924,246.59795233599002,55.51638280997209,Medium to Good,B,Not Prescribed,Non Polluted
2025-02-14 06:11:22.934150,8.5,3.9088685288628255,7.282972398727228,34.48666089997487,32.0,419.9993281942525,7.648638586781842,174.14694618798984,67.21675331770955,Good to Excellent,A,A-I,Non Polluted
